(0x0008,0x0001); UL; Length to End; LengthToEnd; 1; RET
(0x300A,0x0021); DS; Constraint Weight; ConstraintWeight; 1; 
(0x300A,0x0022); DS; Delivery Warning; DeliveryWarningDose; 1; 
(0x300A,0x0023); DS; Delivery Maximum; DeliveryMaximumDose; 1; 
(0x300A,0x0025); DS; Target Minimum Dose; TargetMinimumDose; 1; 
(0x300A,0x0026); DS; Target Prescription; TargetPrescriptionDose; 1; 
(0x300A,0x0027); DS; Target Maximum Dose; TargetMaximumDose; 1; 
(0x300A,0x0028); DS; Target Underdose; TargetUnderdoseVolumeFraction; 1; 
(0x300A,0x002A); DS; Organ at Risk Full-; OrganAtRiskFullVolumeDose; 1; 
(0x300A,0x002B); DS; Organ at Risk Limit; OrganAtRiskLimitDose; 1; 
(0x300A,0x002C); DS; Organ at Risk; OrganAtRiskMaximumDose; 1; 
(0x300A,0x002D); DS; Overdose Volume; OrganAtRiskOverdoseVolumeFraction; 1; 
(0x300A,0x0040); SQ; Tolerance Table; ToleranceTableSequence; 1; 
(0x300A,0x0042); IS; Tolerance Table; ToleranceTableNumber; 1; 
(0x300A,0x0043); SH; Tolerance Table; ToleranceTableLabel; 1; 
(0x300A,0x0044); DS; Gantry Angle; GantryAngleTolerance; 1; 
(0x300A,0x0046); DS; Device Angle; BeamLimitingDeviceAngleTolerance; 1; 
(0x300A,0x0048); SQ; Device Tolerance; BeamLimitingDeviceToleranceSequence; 1; 
(0x300A,0x004A); DS; Device Position; BeamLimitingDevicePositionTolerance; 1; 
(0x300A,0x004B); FL; Snout Position; SnoutPositionTolerance; 1; 
(0x300A,0x004C); DS; Patient Support; PatientSupportAngleTolerance; 1; 
(0x300A,0x004E); DS; Table Top Eccentric; TableTopEccentricAngleTolerance; 1; 
(0x300A,0x004F); FL; Table Top Pitch; TableTopPitchAngleTolerance; 1; 
(0x300A,0x0050); FL; Table Top Roll; TableTopRollAngleTolerance; 1; 
(0x300A,0x0051); DS; Table Top Vertical; TableTopVerticalPositionTolerance; 1; 
(0x300A,0x0052); DS; Longitudinal; TableTopLongitudinalPositionTolerance; 1; 
(0x300A,0x0053); DS; Table Top Lateral; TableTopLateralPositionTolerance; 1; 
(0x300A,0x0055); CS; RT Plan; RTPlanRelationship; 1; 
(0x300A,0x0070); SQ; Fraction Group; FractionGroupSequence; 1; 
(0x300A,0x0071); IS; Fraction Group; FractionGroupNumber; 1; 
(0x300A,0x0072); LO; Fraction Group; FractionGroupDescription; 1; 
(0x300A,0x0078); IS; Number of Fractions; NumberOfFractionsPlanned; 1; 
(0x300A,0x0079); IS; Pattern Digits Per; NumberOfFractionPatternDigitsPerDay; 1; 
(0x300A,0x007A); IS; Repeat Fraction; RepeatFractionCycleLength; 1; 
(0x300A,0x007B); LT; Fraction Pattern; FractionPattern; 1; 
(0x300A,0x0080); IS; Number of Beams; NumberOfBeams; 1; 
(0x300A,0x0082); DS; Beam Dose; BeamDoseSpecificationPoint; 3; 
(0x300A,0x0084); DS; Beam Dose; BeamDose; 1; 
(0x300A,0x0086); DS; Beam Meterset; BeamMeterset; 1; 
(0x300A,0x0088); FL; Beam Dose Point; BeamDosePointDepth; 1; 
(0x300A,0x0089); FL; Beam Dose Point; BeamDosePointEquivalentDepth; 1; 
(0x300A,0x008A); FL; Beam Dose Point SSD; BeamDosePointSSD; 1; 
(0x300A,0x00A0); IS; Number of Brachy; NumberOfBrachyApplicationSetups; 1; 
(0x300A,0x00A2); DS; Setup Dose; BrachyApplicationSetupDoseSpecificationPoint; 3; 
(0x300A,0x00A4); DS; Brachy Application; BrachyApplicationSetupDose; 1; 
(0x300A,0x00B0); SQ; Beam Sequence; BeamSequence; 1; 
(0x300A,0x00B2); SH; Treatment Machine; TreatmentMachineName; 1; 
(0x300A,0x00B3); CS; Primary Dosimeter; PrimaryDosimeterUnit; 1; 
(0x300A,0x00B4); DS; Source-Axis; SourceAxisDistance; 1; 
(0x300A,0x00B6); SQ; Beam Limiting; BeamLimitingDeviceSequence; 1; 
(0x300A,0x00B8); CS; RT Beam Limiting; RTBeamLimitingDeviceType; 1; 
(0x300A,0x00BA); DS; Limiting Device; SourceToBeamLimitingDeviceDistance; 1; 
(0x300A,0x00BB); FL; Limiting Device; IsocenterToBeamLimitingDeviceDistance; 1; 
(0x300A,0x00BC); IS; Number of Leaf/Jaw; NumberOfLeafJawPairs; 1; 
(0x300A,0x00BE); DS; Leaf Position; LeafPositionBoundaries; 3-; 
(0x300A,0x00C0); IS; Beam Number; BeamNumber; 1; 
(0x300A,0x00C2); LO; Beam Name; BeamName; 1; 
(0x300A,0x00C3); ST; Beam Description; BeamDescription; 1; 
(0x300A,0x00C4); CS; Beam Type; BeamType; 1; 
(0x300A,0x00C6); CS; Radiation Type; RadiationType; 1; 
(0x300A,0x00C7); CS; High-Dose Technique; HighDoseTechniqueType; 1; 
(0x300A,0x00C8); IS; Reference Image; ReferenceImageNumber; 1; 
(0x300A,0x00CA); SQ; Verification Image; PlannedVerificationImageSequence; 1; 
(0x300A,0x00CC); LO; Specific; ImagingDeviceSpecificAcquisitionParameters; 1-; 
(0x300A,0x00CE); CS; Treatment Delivery; TreatmentDeliveryType; 1; 
(0x300A,0x00D0); IS; Number of Wedges; NumberOfWedges; 1; 
(0x300A,0x00D1); SQ; Wedge Sequence; WedgeSequence; 1; 
(0x300A,0x00D2); IS; Wedge Number; WedgeNumber; 1; 
(0x300A,0x00D3); CS; Wedge Type; WedgeType; 1; 
(0x300A,0x00D4); SH; Wedge ID; WedgeID; 1; 
(0x300A,0x00D5); IS; Wedge Angle; WedgeAngle; 1; 
(0x300A,0x00D6); DS; Wedge Factor; WedgeFactor; 1; 
(0x300A,0x00D7); FL; Water-Equivalent; TotalWedgeTrayWaterEquivalentThickness; 1; 
(0x300A,0x00D8); DS; Wedge Orientation; WedgeOrientation; 1; 
(0x300A,0x00D9); FL; Isocenter to Wedge; IsocenterToWedgeTrayDistance; 1; 
(0x300A,0x00DA); DS; Source to Wedge; SourceToWedgeTrayDistance; 1; 
(0x300A,0x00DB); FL; Wedge Thin Edge; WedgeThinEdgePosition; 1; 
(0x300A,0x00DC); SH; Bolus ID; BolusID; 1; 
(0x300A,0x00DD); ST; Bolus Description; BolusDescription; 1; 
(0x300A,0x00E0); IS; Number of; NumberOfCompensators; 1; 
(0x300A,0x00E1); SH; Material ID; MaterialID; 1; 
(0x300A,0x00E2); DS; Total Compensator; TotalCompensatorTrayFactor; 1; 
(0x300A,0x00E3); SQ; Compensator; CompensatorSequence; 1; 
(0x300A,0x00E4); IS; Compensator Number; CompensatorNumber; 1; 
(0x300A,0x00E5); SH; Compensator ID; CompensatorID; 1; 
(0x300A,0x00E6); DS; Compensator Tray; SourceToCompensatorTrayDistance; 1; 
(0x300A,0x00E7); IS; Compensator Rows; CompensatorRows; 1; 
(0x300A,0x00E8); IS; Compensator Columns; CompensatorColumns; 1; 
(0x300A,0x00E9); DS; Compensator Pixel; CompensatorPixelSpacing; 2; 
(0x300A,0x00EA); DS; Compensator; CompensatorPosition; 2; 
(0x300A,0x00EB); DS; Compensator; CompensatorTransmissionData; 1-; 
(0x300A,0x00EC); DS; Compensator; CompensatorThicknessData; 1-; 
(0x300A,0x00ED); IS; Number of Boli; NumberOfBoli; 1; 
(0x300A,0x00EE); CS; Compensator Type; CompensatorType; 1; 
(0x300A,0x00F0); IS; Number of Blocks; NumberOfBlocks; 1; 
(0x300A,0x00F2); DS; Total Block Tray; TotalBlockTrayFactor; 1; 
(0x300A,0x00F3); FL; Water-Equivalent; TotalBlockTrayWaterEquivalentThickness; 1; 
(0x300A,0x00F4); SQ; Block Sequence; BlockSequence; 1; 
(0x300A,0x00F5); SH; Block Tray ID; BlockTrayID; 1; 
(0x300A,0x00F6); DS; Source to Block; SourceToBlockTrayDistance; 1; 
(0x300A,0x00F7); FL; Isocenter to Block; IsocenterToBlockTrayDistance; 1; 
(0x300A,0x00F8); CS; Block Type; BlockType; 1; 
(0x300A,0x00F9); LO; Accessory Code; AccessoryCode; 1; 
(0x300A,0x00FA); CS; Block Divergence; BlockDivergence; 1; 
(0x300A,0x00FB); CS; Block Mounting; BlockMountingPosition; 1; 
(0x300A,0x00FC); IS; Block Number; BlockNumber; 1; 
(0x300A,0x00FE); LO; Block Name; BlockName; 1; 
(0x300A,0x0100); DS; Block Thickness; BlockThickness; 1; 
(0x300A,0x0102); DS; Block Transmission; BlockTransmission; 1; 
(0x300A,0x0104); IS; Block Number of; BlockNumberOfPoints; 1; 
(0x300A,0x0106); DS; Block Data; BlockData; 2-; 
(0x300A,0x0107); SQ; Applicator Sequence; ApplicatorSequence; 1; 
(0x300A,0x0108); SH; Applicator ID; ApplicatorID; 1; 
(0x300A,0x0109); CS; Applicator Type; ApplicatorType; 1; 
(0x300A,0x010A); LO; Applicator; ApplicatorDescription; 1; 
(0x300A,0x010C); DS; Reference; CumulativeDoseReferenceCoefficient; 1; 
(0x300A,0x010E); DS; Final Cumulative; FinalCumulativeMetersetWeight; 1; 
(0x300A,0x0110); IS; Number of Control; NumberOfControlPoints; 1; 
(0x300A,0x0111); SQ; Control Point; ControlPointSequence; 1; 
(0x300A,0x0112); IS; Control Point Index; ControlPointIndex; 1; 
(0x300A,0x0114); DS; Nominal Beam Energy; NominalBeamEnergy; 1; 
(0x300A,0x0115); DS; Dose Rate Set; DoseRateSet; 1; 
(0x300A,0x0116); SQ; Wedge Position; WedgePositionSequence; 1; 
(0x300A,0x0118); CS; Wedge Position; WedgePosition; 1; 
(0x300A,0x011A); SQ; Device Position; BeamLimitingDevicePositionSequence; 1; 
(0x300A,0x011C); DS; Leaf/Jaw Positions; LeafJawPositions; 2-; 
(0x300A,0x011E); DS; Gantry Angle; GantryAngle; 1; 
(0x300A,0x011F); CS; Gantry Rotation; GantryRotationDirection; 1; 
(0x300A,0x0120); DS; Beam Limiting; BeamLimitingDeviceAngle; 1; 
(0x300A,0x0121); CS; Device Rotation; BeamLimitingDeviceRotationDirection; 1; 
(0x300A,0x0122); DS; Patient Support; PatientSupportAngle; 1; 
(0x300A,0x0123); CS; Patient Support; PatientSupportRotationDirection; 1; 
(0x300A,0x0124); DS; Table Top Eccentric; TableTopEccentricAxisDistance; 1; 
(0x300A,0x0125); DS; Table Top Eccentric; TableTopEccentricAngle; 1; 
(0x300A,0x0126); CS; Table Top Eccentric; TableTopEccentricRotationDirection; 1; 
(0x300A,0x0128); DS; Table Top Vertical; TableTopVerticalPosition; 1; 
(0x300A,0x0129); DS; Longitudinal; TableTopLongitudinalPosition; 1; 
(0x300A,0x012A); DS; Table Top Lateral; TableTopLateralPosition; 1; 
(0x300A,0x012C); DS; Isocenter Position; IsocenterPosition; 3; 
(0x300A,0x012E); DS; Surface Entry Point; SurfaceEntryPoint; 3; 
(0x300A,0x0130); DS; Source to Surface; SourceToSurfaceDistance; 1; 
(0x300A,0x0134); DS; Cumulative Meterset; CumulativeMetersetWeight; 1; 
(0x300A,0x0140); FL; Table Top Pitch; TableTopPitchAngle; 1; 
(0x300A,0x0142); CS; Table Top Pitch; TableTopPitchRotationDirection; 1; 
(0x300A,0x0144); FL; Table Top Roll; TableTopRollAngle; 1; 
(0x300A,0x0146); CS; Table Top Roll; TableTopRollRotationDirection; 1; 
(0x300A,0x0148); FL; Head Fixation Angle; HeadFixationAngle; 1; 
(0x300A,0x014A); FL; Gantry Pitch Angle; GantryPitchAngle; 1; 
(0x300A,0x014C); CS; Gantry Pitch; GantryPitchRotationDirection; 1; 
(0x300A,0x014E); FL; Gantry Pitch Angle; GantryPitchAngleTolerance; 1; 
(0x300A,0x0180); SQ; Patient Setup; PatientSetupSequence; 1; 
(0x300A,0x0182); IS; Patient Setup; PatientSetupNumber; 1; 
(0x300A,0x0183); LO; Patient Setup Label; PatientSetupLabel; 1; 
(0x300A,0x0184); LO; Patient Additional; PatientAdditionalPosition; 1; 
(0x300A,0x0190); SQ; Fixation Device; FixationDeviceSequence; 1; 
(0x300A,0x0192); CS; Fixation Device; FixationDeviceType; 1; 
(0x300A,0x0194); SH; Fixation Device; FixationDeviceLabel; 1; 
(0x300A,0x0196); ST; Fixation Device; FixationDeviceDescription; 1; 
(0x300A,0x0198); SH; Fixation Device; FixationDevicePosition; 1; 
(0x300A,0x0199); FL; Fixation Device; FixationDevicePitchAngle; 1; 
(0x300A,0x019A); FL; Fixation Device; FixationDeviceRollAngle; 1; 
(0x300A,0x01A0); SQ; Shielding Device; ShieldingDeviceSequence; 1; 
(0x300A,0x01A2); CS; Shielding Device; ShieldingDeviceType; 1; 
(0x300A,0x01A4); SH; Shielding Device; ShieldingDeviceLabel; 1; 
(0x300A,0x01A6); ST; Shielding Device; ShieldingDeviceDescription; 1; 
(0x300A,0x01A8); SH; Shielding Device; ShieldingDevicePosition; 1; 
(0x300A,0x01B0); CS; Setup Technique; SetupTechnique; 1; 
(0x300A,0x01B2); ST; Setup Technique; SetupTechniqueDescription; 1; 
(0x300A,0x01B4); SQ; Setup Device; SetupDeviceSequence; 1; 
(0x300A,0x01B6); CS; Setup Device Type; SetupDeviceType; 1; 
(0x300A,0x01B8); SH; Setup Device Label; SetupDeviceLabel; 1; 
(0x300A,0x01BA); ST; Setup Device; SetupDeviceDescription; 1; 
(0x300A,0x01BC); DS; Setup Device; SetupDeviceParameter; 1; 
(0x300A,0x01D0); ST; Setup Reference; SetupReferenceDescription; 1; 
(0x300A,0x01D2); DS; Table Top Vertical; TableTopVerticalSetupDisplacement; 1; 
(0x300A,0x01D4); DS; Longitudinal Setup; TableTopLongitudinalSetupDisplacement; 1; 
(0x300A,0x01D6); DS; Table Top Lateral; TableTopLateralSetupDisplacement; 1; 
(0x300A,0x0200); CS; Brachy Treatment; BrachyTreatmentTechnique; 1; 
(0x300A,0x0202); CS; Brachy Treatment; BrachyTreatmentType; 1; 
(0x300A,0x0206); SQ; Treatment Machine; TreatmentMachineSequence; 1; 
(0x300A,0x0210); SQ; Source Sequence; SourceSequence; 1; 
(0x300A,0x0212); IS; Source Number; SourceNumber; 1; 
(0x300A,0x0214); CS; Source Type; SourceType; 1; 
(0x300A,0x0216); LO; Source Manufacturer; SourceManufacturer; 1; 
(0x300A,0x0218); DS; Active Source; ActiveSourceDiameter; 1; 
(0x300A,0x021A); DS; Active Source; ActiveSourceLength; 1; 
(0x300A,0x0222); DS; Encapsulation; SourceEncapsulationNominalThickness; 1; 
(0x300A,0x0224); DS; Encapsulation; SourceEncapsulationNominalTransmission; 1; 
(0x300A,0x0226); LO; Source Isotope Name; SourceIsotopeName; 1; 
(0x300A,0x0228); DS; Source Isotope Half; SourceIsotopeHalfLife; 1; 
(0x300A,0x0229); CS; Source Strength; SourceStrengthUnits; 1; 
(0x300A,0x022A); DS; Reference Air Kerma; ReferenceAirKermaRate; 1; 
(0x300A,0x022B); DS; Source Strength; SourceStrength; 1; 
(0x300A,0x022C); DA; Source Strength; SourceStrengthReferenceDate; 1; 
(0x300A,0x022E); TM; Source Strength; SourceStrengthReferenceTime; 1; 
(0x300A,0x0230); SQ; Application Setup; ApplicationSetupSequence; 1; 
(0x300A,0x0232); CS; Application Setup; ApplicationSetupType; 1; 
(0x300A,0x0234); IS; Application Setup; ApplicationSetupNumber; 1; 
(0x300A,0x0236); LO; Application Setup; ApplicationSetupName; 1; 
(0x300A,0x0238); LO; Application Setup; ApplicationSetupManufacturer; 1; 
(0x300A,0x0240); IS; Template Number; TemplateNumber; 1; 
(0x300A,0x0242); SH; Template Type; TemplateType; 1; 
(0x300A,0x0244); LO; Template Name; TemplateName; 1; 
(0x300A,0x0250); DS; Total Reference Air; TotalReferenceAirKerma; 1; 
(0x300A,0x0260); SQ; Brachy Accessory; BrachyAccessoryDeviceSequence; 1; 
(0x300A,0x0262); IS; Brachy Accessory; BrachyAccessoryDeviceNumber; 1; 
(0x300A,0x0263); SH; Brachy Accessory; BrachyAccessoryDeviceID; 1; 
(0x300A,0x0264); CS; Brachy Accessory; BrachyAccessoryDeviceType; 1; 
(0x300A,0x0266); LO; Brachy Accessory; BrachyAccessoryDeviceName; 1; 
(0x300A,0x026A); DS; Device Nominal; BrachyAccessoryDeviceNominalThickness; 1; 
(0x300A,0x026C); DS; Device Nominal; BrachyAccessoryDeviceNominalTransmission; 1; 
(0x300A,0x0280); SQ; Channel Sequence; ChannelSequence; 1; 
(0x300A,0x0282); IS; Channel Number; ChannelNumber; 1; 
(0x300A,0x0284); DS; Channel Length; ChannelLength; 1; 
(0x300A,0x0286); DS; Channel Total Time; ChannelTotalTime; 1; 
(0x300A,0x0288); CS; Source Movement; SourceMovementType; 1; 
(0x300A,0x028A); IS; Number of Pulses; NumberOfPulses; 1; 
(0x300A,0x028C); DS; Pulse Repetition; PulseRepetitionInterval; 1; 
(0x300A,0x0290); IS; Source Applicator; SourceApplicatorNumber; 1; 
(0x300A,0x0291); SH; Source Applicator; SourceApplicatorID; 1; 
(0x300A,0x0292); CS; Source Applicator; SourceApplicatorType; 1; 
(0x300A,0x0294); LO; Source Applicator; SourceApplicatorName; 1; 
(0x300A,0x0296); DS; Source Applicator; SourceApplicatorLength; 1; 
(0x300A,0x0298); LO; Source Applicator; SourceApplicatorManufacturer; 1; 
(0x300A,0x029C); DS; Wall Nominal; SourceApplicatorWallNominalThickness; 1; 
(0x300A,0x029E); DS; Wall Nominal; SourceApplicatorWallNominalTransmission; 1; 
(0x300A,0x02A0); DS; Source Applicator; SourceApplicatorStepSize; 1; 
(0x300A,0x02A2); IS; Transfer Tube; TransferTubeNumber; 1; 
(0x300A,0x02A4); DS; Transfer Tube; TransferTubeLength; 1; 
(0x300A,0x02B0); SQ; Channel Shield; ChannelShieldSequence; 1; 
(0x300A,0x02B2); IS; Channel Shield; ChannelShieldNumber; 1; 
(0x300A,0x02B3); SH; Channel Shield ID; ChannelShieldID; 1; 
(0x300A,0x02B4); LO; Channel Shield Name; ChannelShieldName; 1; 
(0x300A,0x02B8); DS; Channel Shield; ChannelShieldNominalThickness; 1; 
(0x300A,0x02BA); DS; Nominal; ChannelShieldNominalTransmission; 1; 
(0x300A,0x02C8); DS; Final Cumulative; FinalCumulativeTimeWeight; 1; 
(0x300A,0x02D0); SQ; Brachy Control; BrachyControlPointSequence; 1; 
(0x300A,0x02D2); DS; Control Point; ControlPointRelativePosition; 1; 
(0x300A,0x02D4); DS; Control Point 3D; ControlPoint3DPosition; 3; 
(0x300A,0x02D6); DS; Cumulative Time; CumulativeTimeWeight; 1; 
(0x300A,0x02E0); CS; Compensator; CompensatorDivergence; 1; 
(0x300A,0x02E1); CS; Compensator; CompensatorMountingPosition; 1; 
(0x300A,0x02E2); DS; Compensator; SourceToCompensatorDistance; n; 
(0x300A,0x02E3); FL; Tray Water-; TotalCompensatorTrayWaterEquivalentThickness; 1; 
(0x300A,0x02E4); FL; Compensator Tray; IsocenterToCompensatorTrayDistance; 1; 
(0x300A,0x02E5); FL; Compensator Column; CompensatorColumnOffset; 1; 
(0x300A,0x02E6); FL; Compensator; IsocenterToCompensatorDistances; n; 
(0x300A,0x02E7); FL; Relative Stopping; CompensatorRelativeStoppingPowerRatio; 1; 
(0x300A,0x02E8); FL; Compensator Milling; CompensatorMillingToolDiameter; 1; 
(0x300A,0x02EA); SQ; Compensator; IonRangeCompensatorSequence; 1; 
(0x300A,0x02EB); LT; Compensator; CompensatorDescription; 1; 
(0x300A,0x0302); IS; Radiation Mass; RadiationMassNumber; 1; 
(0x300A,0x0304); IS; Radiation Atomic; RadiationAtomicNumber; 1; 
(0x300A,0x0306); SS; Radiation Charge; RadiationChargeState; 1; 
(0x300A,0x0308); CS; Scan Mode; ScanMode; 1; 
(0x300A,0x030A); FL; Virtual Source-Axis; VirtualSourceAxisDistances; 2; 
(0x300A,0x030C); SQ; Snout Sequence; SnoutSequence; 1; 
(0x300A,0x030D); FL; Snout Position; SnoutPosition; 1; 
(0x300A,0x030F); SH; Snout ID; SnoutID; 1; 
(0x300A,0x0312); IS; Number of Range; NumberOfRangeShifters; 1; 
(0x300A,0x0314); SQ; Range Shifter; RangeShifterSequence; 1; 
(0x300A,0x0316); IS; Range Shifter; RangeShifterNumber; 1; 
(0x300A,0x0318); SH; Range Shifter ID; RangeShifterID; 1; 
(0x300A,0x0320); CS; Range Shifter Type; RangeShifterType; 1; 
(0x300A,0x0322); LO; Range Shifter; RangeShifterDescription; 1; 
(0x300A,0x0330); IS; Number of Lateral; NumberOfLateralSpreadingDevices; 1; 
(0x300A,0x0332); SQ; Lateral Spreading; LateralSpreadingDeviceSequence; 1; 
(0x300A,0x0334); IS; Lateral Spreading; LateralSpreadingDeviceNumber; 1; 
(0x300A,0x0336); SH; Lateral Spreading; LateralSpreadingDeviceID; 1; 
(0x300A,0x0338); CS; Lateral Spreading; LateralSpreadingDeviceType; 1; 
(0x300A,0x033A); LO; Lateral Spreading; LateralSpreadingDeviceDescription; 1; 
(0x300A,0x033C); FL; Device Water; LateralSpreadingDeviceWaterEquivalentThickness; 1; 
(0x300A,0x0340); IS; Number of Range; NumberOfRangeModulators; 1; 
(0x300A,0x0342); SQ; Range Modulator; RangeModulatorSequence; 1; 
(0x300A,0x0344); IS; Range Modulator; RangeModulatorNumber; 1; 
(0x300A,0x0346); SH; Range Modulator ID; RangeModulatorID; 1; 
(0x300A,0x0348); CS; Range Modulator; RangeModulatorType; 1; 
(0x300A,0x034A); LO; Range Modulator; RangeModulatorDescription; 1; 
(0x300A,0x034C); SH; Beam Current; BeamCurrentModulationID; 1; 
(0x300A,0x0350); CS; Patient Support; PatientSupportType; 1; 
(0x300A,0x0352); SH; Patient Support ID; PatientSupportID; 1; 
(0x300A,0x0354); LO; Patient Support; PatientSupportAccessoryCode; 1; 
(0x300A,0x0356); FL; Fixation Light; FixationLightAzimuthalAngle; 1; 
(0x300A,0x0358); FL; Fixation Light; FixationLightPolarAngle; 1; 
(0x300A,0x035A); FL; Meterset Rate; MetersetRate; 1; 
(0x300A,0x0360); SQ; Range Shifter; RangeShifterSettingsSequence; 1; 
(0x300A,0x0362); LO; Range Shifter; RangeShifterSetting; 1; 
(0x300A,0x0364); FL; Isocenter to Range; IsocenterToRangeShifterDistance; 1; 
(0x300A,0x0366); FL; Equivalent; RangeShifterWaterEquivalentThickness; 1; 
(0x300A,0x0370); SQ; Device Settings; LateralSpreadingDeviceSettingsSequence; 1; 
(0x300A,0x0372); LO; Lateral Spreading; LateralSpreadingDeviceSetting; 1; 
(0x300A,0x0374); FL; Lateral Spreading; IsocenterToLateralSpreadingDeviceDistance; 1; 
(0x300A,0x0380); SQ; Range Modulator; RangeModulatorSettingsSequence; 1; 
(0x300A,0x0382); FL; Range Modulator; RangeModulatorGatingStartValue; 1; 
(0x300A,0x0384); FL; Range Modulator; RangeModulatorGatingStopValue; 1; 
(0x300A,0x0386); FL; Gating Start Water; RangeModulatorGatingStartWaterEquivalentThickness; 1; 
(0x300A,0x0388); FL; Gating Stop Water; RangeModulatorGatingStopWaterEquivalentThickness; 1; 
(0x300A,0x038A); FL; Isocenter to Range; IsocenterToRangeModulatorDistance; 1; 
(0x300A,0x0390); SH; Scan Spot Tune ID; ScanSpotTuneID; 1; 
(0x300A,0x0392); IS; Number of Scan Spot; NumberOfScanSpotPositions; 1; 
(0x300A,0x0394); FL; Scan Spot Position; ScanSpotPositionMap; 1-; 
(0x300A,0x0396); FL; Scan Spot Meterset; ScanSpotMetersetWeights; 1-; 
(0x300A,0x0398); FL; Scanning Spot Size; ScanningSpotSize; 2; 
(0x300A,0x039A); IS; Number of Paintings; NumberOfPaintings; 1; 
(0x300A,0x03A0); SQ; Ion Tolerance Table; IonToleranceTableSequence; 1; 
(0x300A,0x03A2); SQ; Ion Beam Sequence; IonBeamSequence; 1; 
(0x300A,0x03A4); SQ; Ion Beam Limiting; IonBeamLimitingDeviceSequence; 1; 
(0x300A,0x03A6); SQ; Ion Block Sequence; IonBlockSequence; 1; 
(0x300A,0x03A8); SQ; Ion Control Point; IonControlPointSequence; 1; 
(0x300A,0x03AA); SQ; Ion Wedge Sequence; IonWedgeSequence; 1; 
(0x300A,0x03AC); SQ; Ion Wedge Position; IonWedgePositionSequence; 1; 
(0x300A,0x0401); SQ; Referenced Setup; ReferencedSetupImageSequence; 1; 
(0x300A,0x0402); ST; Setup Image Comment; SetupImageComment; 1; 
(0x300A,0x0410); SQ; Synchronization; MotionSynchronizationSequence; 1; 
(0x300A,0x0412); FL; Control Point; ControlPointOrientation; 3; 
(0x300A,0x0420); SQ; General Accessory; GeneralAccessorySequence; 1; 
(0x300A,0x0421); SH; General Accessory; GeneralAccessoryID; 1; 
(0x300A,0x0422); ST; General Accessory; GeneralAccessoryDescription; 1; 
(0x300A,0x0423); CS; General Accessory; GeneralAccessoryType; 1; 
(0x300A,0x0424); IS; General Accessory; GeneralAccessoryNumber; 1; 
